0.054079,0.162117,0.083765
0.054079,0.162117,0.083765
-0.082257,-0.266332,0.110321
0.054872,-0.348528,0.136354
0.061026,-0.171861,0.083613
0.061026,-0.171861,0.083613
0.061026,-0.171861,0.083613
0.003328,-0.193105,0.085367
0.019127,-0.293039,0.112108
0.054973,-0.404185,0.158340
0.065275,-0.216491,0.092212
0.054079,0.131397,0.074964
0.062324,-0.208921,0.089750
0.062324,-0.208921,0.089750
-0.082257,-0.287981,0.113001
0.035549,-0.513443,0.217606
0.035549,-0.513443,0.217606
-0.082257,-0.073529,0.069669
-0.082257,-0.073529,0.069669
0.054079,0.039539,0.065117
-0.082257,-0.249724,0.100086
-0.082257,-0.249724,0.100086
-0.082257,-0.165724,0.080072
-0.082257,-0.405871,0.157379
-0.082257,-0.305145,0.115514
-0.082257,-0.305145,0.115514
-0.042685,-0.515213,0.214756
0.054079,-0.499111,0.203324
0.062257,-0.182584,0.078116
0.060166,-0.300846,0.109225
0.060166,-0.300846,0.109225
0.054079,-0.453351,0.175656
0.072424,-0.374679,0.137146
0.072424,-0.374679,0.137146
0.003328,-0.273160,0.096764
0.003328,-0.158895,0.069636
0.022263,0.236051,0.085872
-0.082257,-0.358695,0.129980
-0.082257,-0.358695,0.129980
-0.082257,-0.358695,0.129980
-0.082257,-0.358695,0.129980
0.060503,-0.332510,0.116913
0.044098,0.236203,0.084844
-0.082257,-0.130738,0.066483
0.065359,-0.137549,0.065876
0.065359,-0.137549,0.065876
-0.082257,-0.147733,0.067292
-0.082257,-0.147733,0.067292
-0.082257,-0.147733,0.067292
-0.050946,0.236473,0.083023
-0.082257,0.123826,0.063094
-0.082257,-0.216424,0.079617
-0.082257,-0.077120,0.057631
-0.082257,-0.077120,0.057631
-0.082257,-0.423187,0.154108
-0.032501,0.236878,0.080174
-0.082257,-0.435108,0.158053
0.065882,-0.358594,0.120235
0.065882,-0.358594,0.120235
0.042226,-0.521738,0.204336
0.042226,-0.521738,0.204336
-0.082257,0.203240,0.072974
-0.082257,0.203240,0.072974
0.054079,-0.443302,0.158509
0.054079,-0.443302,0.158509
0.007156,-0.303409,0.096798
0.007156,-0.303409,0.096798
0.063285,-0.061625,0.050515
0.054079,0.132813,0.056838
0.054079,0.132813,0.056838
0.003328,-0.054223,0.047126
0.003328,-0.054223,0.047126
0.011304,-0.523441,0.201605
0.011304,-0.523441,0.201605
-0.082257,-0.033856,0.049065
-0.082257,-0.305853,0.098754
-0.082257,-0.305853,0.098754
-0.082257,-0.305853,0.098754
-0.082257,-0.305853,0.098754
0.060486,-0.208078,0.069332
0.060486,-0.208078,0.069332
0.063319,-0.351731,0.112142
-0.082257,0.110945,0.052370
-0.082257,-0.353485,0.112833
0.065410,-0.219037,0.069045
0.061329,-0.133233,0.052539
0.061329,-0.133233,0.052539
0.061329,-0.133233,0.052539
0.065713,-0.333623,0.103391
0.065831,-0.096190,0.048155
0.065831,-0.096190,0.048155
0.060638,-0.104907,0.048239
0.060638,-0.104907,0.048239
0.054079,0.097810,0.046671
0.016025,0.238328,0.070192
0.054079,-0.481593,0.171289
-0.082257,-0.001112,0.043400
-0.082257,-0.363332,0.114974
0.064398,-0.237213,0.071456
0.064398,-0.237213,0.071456
0.064398,-0.237213,0.071456
0.060588,-0.257766,0.076565
0.003328,-0.093408,0.043754
0.072424,-0.365540,0.114350
0.003328,-0.267478,0.076211
0.065781,-0.281894,0.082669
0.065781,-0.281894,0.082669
0.060756,-0.054122,0.041495
-0.082257,-0.206881,0.063835
-0.082257,-0.206881,0.063835
-0.082257,-0.206881,0.063835
-0.082257,-0.152538,0.051847
-0.082257,-0.430454,0.140586
0.054079,-0.342003,0.098383
0.062830,-0.293612,0.081539
0.062830,-0.293612,0.081539
0.003328,-0.115209,0.039994
0.003328,-0.115209,0.039994
-0.030056,-0.530051,0.191016
0.003328,-0.169618,0.047312
-0.002219,-0.530860,0.189718
0.003328,-0.185687,0.048796
0.003328,-0.185687,0.048796
-0.082257,0.164680,0.047969
-0.082257,0.238648,0.063751
-0.056831,-0.530557,0.190207
0.063504,-0.319831,0.086395
0.063504,-0.319831,0.086395
0.052157,0.239643,0.061171
0.064735,-0.207201,0.054141
0.064735,-0.207201,0.054141
0.054079,0.048307,0.031716
0.054079,0.048307,0.031716
0.054079,0.048307,0.031716
-0.082257,0.151646,0.044058
-0.082257,0.151646,0.044058
0.063049,0.067882,0.031969
0.054079,0.131447,0.037313
0.054079,0.131447,0.037313
-0.082257,-0.250719,0.063330
0.054079,0.023808,0.028546
0.065781,0.103509,0.034059
0.065781,0.103509,0.034059
0.065781,0.103509,0.034059
-0.082257,-0.007283,0.029777
-0.082257,0.042321,0.030519
0.003328,-0.194758,0.044783
0.003328,-0.194758,0.044783
0.003328,-0.194758,0.044783
0.003328,-0.194758,0.044783
0.059104,-0.409682,0.116610
-0.082257,-0.448293,0.137281
-0.082257,-0.448293,0.137281
0.054079,-0.470229,0.145880
0.065359,0.032306,0.025646
0.051398,-0.534671,0.183631
0.051398,-0.534671,0.183631
0.051398,-0.534671,0.183631
0.054079,-0.442881,0.130486
0.047318,-0.312513,0.074677
0.062240,-0.058708,0.025713
0.062240,-0.058708,0.025713
0.025770,-0.024026,0.022021
-0.082257,-0.360921,0.094067
-0.082257,-0.224214,0.050448
-0.082257,-0.224214,0.050448
-0.082257,-0.224214,0.050448
0.003328,-0.181387,0.037550
0.003328,-0.181387,0.037550
0.003328,-0.181387,0.037550
0.054079,-0.014247,0.022189
0.062830,0.117048,0.029440
0.003328,-0.037649,0.020689
0.003328,-0.037649,0.020689
0.003328,-0.037649,0.020689
0.061970,0.095871,0.026539
0.064381,-0.142540,0.032238
0.064381,-0.142540,0.032238
0.064381,-0.142540,0.032238
-0.082257,-0.141899,0.032306
0.054079,0.172469,0.034279
-0.082257,-0.477900,0.145003
-0.082257,-0.477900,0.145003
0.054079,-0.320893,0.071524
0.062527,-0.283648,0.059654
-0.082257,0.203089,0.039320
0.054079,0.059098,0.017519
0.054079,0.059098,0.017519
0.003328,-0.141292,0.024263
0.033711,-0.315599,0.065774
0.033711,-0.315599,0.065774
0.033711,-0.315599,0.065774
0.035448,-0.024633,0.013708
-0.054925,-0.540285,0.174627
-0.054925,-0.540285,0.174627
-0.082257,-0.168455,0.029490
-0.082257,-0.168455,0.029490
0.003328,-0.105598,0.016979
0.003328,-0.105598,0.016979
0.003328,-0.150363,0.022661
-0.082257,-0.394558,0.096326
-0.082257,-0.266500,0.050279
0.003328,-0.062097,0.011500
0.003328,-0.062097,0.011500
0.003328,-0.062097,0.011500
0.060857,-0.325614,0.065960
0.003328,-0.234313,0.037061
-0.082257,0.047312,0.013152
0.054079,0.110270,0.015900
0.054079,0.110270,0.015900
0.054079,0.110270,0.015900
0.064111,-0.221853,0.035324
